%time,field.header.seq,field.header.stamp,field.header.frame_id,field.info.header.seq,field.info.header.stamp,field.info.header.frame_id,field.info.vehid,field.info.type,field.info.msg_ver,field.info.comm,field.speed,field.position.x,field.position.y,field.position.z,field.yaw,field.wheel_angle,field.quality,field.distance,field.status,field.direction,field.weight,field.correction.x,field.correction.y,field.correction.z,field.reason.reason,field.reason.point.x,field.reason.point.y,field.reason.point.z,field.reason.state
1687238736409215073,956498,1687238736405247926,,0,0,,1007002,,,,0.0357566848397,417.607767828,-1343.8884672,263.681081011,1.48277568817,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736426393123,956499,1687238736422528028,,0,0,,1007002,,,,0.0366269238293,417.607410633,-1343.88896029,263.681111283,1.48278868198,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736444397806,956500,1687238736440996885,,0,0,,1007002,,,,0.02936514467,417.610296056,-1343.88643682,263.685264403,1.4829338789,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736459574404,956501,1687238736456511020,,0,0,,1007002,,,,0.0303812585771,417.609988172,-1343.88673593,263.685077763,1.48295855522,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736478479264,956502,1687238736474873065,,0,0,,1007002,,,,0.0458358675241,417.610486654,-1343.88414481,263.679188951,1.48306822777,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736492816623,956503,1687238736488805055,,0,0,,1007002,,,,0.0465771853924,417.610308028,-1343.88417502,263.678486421,1.48307621479,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736508971941,956504,1687238736505341053,,0,0,,1007002,,,,0.0473739989102,417.610108953,-1343.88421714,263.677736496,1.48308491707,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736527045896,956505,1687238736523370981,,0,0,,1007002,,,,0.0249478258193,417.611277458,-1343.8840544,263.67852752,1.48297190666,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736542152024,956506,1687238736538587093,,0,0,,1007002,,,,0.0256994124502,417.611242378,-1343.88415279,263.678154774,1.48297321796,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736559713155,956507,1687238736556308031,,0,0,,1007002,,,,0.026605438441,417.611188676,-1343.88427927,263.677708282,1.48297595978,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736578929897,956508,1687238736574800014,,0,0,,1007002,,,,0.0213699154556,417.608978336,-1343.88571052,263.680542085,1.48276698589,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736592904280,956509,1687238736588627099,,0,0,,1007002,,,,0.0223185177892,417.608687916,-1343.88583426,263.680461993,1.4827682972,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736608731257,956510,1687238736604907035,,0,0,,1007002,,,,0.0233623050153,417.608361926,-1343.88597824,263.680365959,1.48276531696,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736625166268,956511,1687238736621782064,,0,0,,1007002,,,,0.0244495682418,417.608014148,-1343.88613718,263.680257118,1.48275756836,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736644002950,956512,1687238736640471935,,0,0,,1007002,,,,0.0309670902789,417.608194616,-1343.88444276,263.680477489,1.48259913921,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736659536899,956513,1687238736655967950,,0,0,,1007002,,,,0.0319677256048,417.607888407,-1343.88456354,263.680130307,1.48258829117,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736678870675,956514,1687238736674890041,,0,0,,1007002,,,,0.023031277582,417.609048432,-1343.88397365,263.679451326,1.4824154377,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736692957456,956515,1687238736688633918,,0,0,,1007002,,,,0.0238075125962,417.608967336,-1343.88400054,263.679084333,1.48241138458,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736708674639,956516,1687238736705142021,,0,0,,1007002,,,,0.0246332231909,417.60887159,-1343.8840389,263.678697042,1.48240566254,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736726509214,956517,1687238736722966909,,0,0,,1007002,,,,0.0255393404514,417.608756051,-1343.8840916,263.678274114,1.48212599754,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736744937448,956518,1687238736740600109,,0,0,,1007002,,,,0.039239153266,417.608719186,-1343.8826625,263.681189187,1.48212313652,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736760461762,956519,1687238736756989002,,0,0,,1007002,,,,0.0395552702248,417.608995315,-1343.88274332,263.680593146,1.48211526871,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736779165107,956520,1687238736775331020,,0,0,,1007002,,,,0.0321457497776,417.611798622,-1343.88639886,263.679073683,1.48196065426,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736796241332,956521,1687238736790132045,,0,0,,1007002,,,,0.0322445593774,417.612168117,-1343.88664962,263.678803551,1.48195266724,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736809324392,956522,1687238736805713891,,0,0,,1007002,,,,0.0323746204376,417.612500937,-1343.88689162,263.678544172,1.48193252087,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736826261498,956523,1687238736822587966,,0,0,,1007002,,,,0.0325660780072,417.612866264,-1343.88717647,263.678240309,1.48191428185,-0.00208333344199,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
1687238736844109563,956524,1687238736840383052,,0,0,,1007002,,,,0.0317029617727,417.61037393,-1343.88572708,263.680978215,1.48187041283,-0.00104166672099,4,0,1,0,121000,0.0,0.0,0.0,,0.0,0.0,0.0,
