%time,field.header.seq,field.header.stamp,field.header.frame_id,field.info.header.seq,field.info.header.stamp,field.info.header.frame_id,field.info.vehid,field.info.type,field.info.msg_ver,field.info.comm,field.speed,field.position.x,field.position.y,field.position.z,field.yaw,field.wheel_angle,field.quality,field.distance,field.status,field.direction,field.weight,field.correction.x,field.correction.y,field.correction.z,field.reason.reason,field.reason.point.x,field.reason.point.y,field.reason.point.z,field.reason.state
1687473266247229726,2086613,1687473266244088888,,0,0,,1007002,,,,5.0555062294,422.50679416,-1495.44194651,281.29181825,1.5314180851,-0.0302083324641,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266265948554,2086614,1687473266263210058,,0,0,,1007002,,,,5.03172588348,422.517139447,-1495.44721943,281.289548942,1.53144311905,-0.0322916656733,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266281664923,2086615,1687473266277004957,,0,0,,1007002,,,,5.03456497192,422.518959361,-1495.37525856,281.279741492,1.53095495701,-0.0322916656733,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266298777259,2086616,1687473266294964075,,0,0,,1007002,,,,5.05054235458,422.53504131,-1495.20906751,281.251147537,1.53064393997,-0.0322916656733,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266314478733,2086617,1687473266311069011,,0,0,,1007002,,,,5.05368709564,422.536806272,-1495.13152844,281.239914815,1.53042542934,-0.0333333350718,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266332848855,2086618,1687473266328177928,,0,0,,1007002,,,,5.04795074463,422.549861948,-1494.96220555,281.21504751,1.53011000156,-0.0333333350718,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266345520994,2086619,1687473266342716932,,0,0,,1007002,,,,5.05119514465,422.550921612,-1494.88567506,281.203290112,1.52968132496,-0.0354166664183,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266364286907,2086620,1687473266359746932,,0,0,,1007002,,,,5.05477333069,422.552010424,-1494.80217368,281.190442459,1.5294854641,-0.0354166664183,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266381222416,2086621,1687473266377855062,,0,0,,1007002,,,,5.05849409103,422.553059881,-1494.7159858,281.177160774,1.52906966209,-0.0385416671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687473266398005787,2086622,1687473266394869089,,0,0,,1007002,,,,5.06548547745,422.566894928,-1494.71049209,281.187186258,1.52882659435,-0.0385416671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
