%time,field.header.seq,field.header.stamp,field.header.frame_id,field.info.header.seq,field.info.header.stamp,field.info.header.frame_id,field.info.vehid,field.info.type,field.info.msg_ver,field.info.comm,field.speed,field.position.x,field.position.y,field.position.z,field.yaw,field.wheel_angle,field.quality,field.distance,field.status,field.direction,field.weight,field.correction.x,field.correction.y,field.correction.z,field.reason.reason,field.reason.point.x,field.reason.point.y,field.reason.point.z,field.reason.state
1687229422252357062,397787,1687229422245191097,,0,0,,1007002,,,,5.35813379288,336.561405055,-2078.83867039,311.482671436,1.61562514305,-0.0187500007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422265281920,397788,1687229422260162115,,0,0,,1007002,,,,5.35733175278,336.556752066,-2078.75731509,311.480305609,1.61515760422,-0.0187500007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422284172895,397789,1687229422279730081,,0,0,,1007002,,,,5.38961315155,336.563203789,-2078.57768761,311.503510394,1.61394178867,-0.0187500007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422305104017,397790,1687229422297477006,,0,0,,1007002,,,,5.3885807991,336.55823872,-2078.48169268,311.503958779,1.61290681362,-0.0187500007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422323846343,397791,1687229422316648960,,0,0,,1007002,,,,5.38743782043,336.552836062,-2078.37878997,311.504446021,1.61240887642,-0.0187500007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422339295213,397792,1687229422331229925,,0,0,,1007002,,,,5.38758039474,336.564163302,-2078.3053713,311.520348762,1.61104631424,-0.0187500007451,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422351413805,397793,1687229422345616102,,0,0,,1007002,,,,5.38648605347,336.56051968,-2078.21772653,311.52239002,1.6099460125,-0.0197916664183,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422363586407,397794,1687229422360114097,,0,0,,1007002,,,,5.38542699814,336.557066596,-2078.13585802,311.524301061,1.60943841934,-0.0197916664183,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422391434135,397795,1687229422378707885,,0,0,,1007002,,,,5.32955694199,336.558598965,-2078.03979868,311.526786398,1.60807716846,-0.0218749996275,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422398338709,397796,1687229422394133090,,0,0,,1007002,,,,5.32838916779,336.555777113,-2077.95898035,311.529585317,1.60708034039,-0.0218749996275,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422414113211,397797,1687229422409799098,,0,0,,1007002,,,,5.32707834244,336.55268754,-2077.87193689,311.53260271,1.60660231113,-0.0229166671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422433865871,397798,1687229422426804065,,0,0,,1007002,,,,5.32563924789,336.549366007,-2077.77993846,311.535794205,1.60567688942,-0.0229166671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422448362742,397799,1687229422444461107,,0,0,,1007002,,,,5.32557487488,336.543361374,-2077.77221071,311.520269534,1.60479414463,-0.0229166671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422463028679,397800,1687229422459635019,,0,0,,1007002,,,,5.32412624359,336.541925769,-2077.68853855,311.523562246,1.60439860821,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422481011093,397801,1687229422477248907,,0,0,,1007002,,,,5.2711224556,336.543807931,-2077.51049924,311.533881038,1.60327649117,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422497363629,397802,1687229422493369102,,0,0,,1007002,,,,5.26959609985,336.543213965,-2077.42671035,311.537821701,1.60255253315,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422522580675,397803,1687229422509826898,,0,0,,1007002,,,,5.26809644699,336.542586327,-2077.34424558,311.541695843,1.60222387314,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422534161286,397804,1687229422530478000,,0,0,,1007002,,,,5.19446134567,336.531796401,-2077.24094221,311.51494582,1.60143530369,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422550784817,397805,1687229422543160915,,0,0,,1007002,,,,5.19318532944,336.530007452,-2077.16871056,311.517184312,1.60084486008,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422563054401,397806,1687229422558629989,,0,0,,1007002,,,,5.19176578522,336.527960657,-2077.0877107,311.519686443,1.6005654335,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422582080223,397807,1687229422576953887,,0,0,,1007002,,,,5.15598344803,336.532194703,-2076.97710275,311.506076053,1.60013604164,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422598106762,397808,1687229422594048976,,0,0,,1007002,,,,5.15451383591,336.529814729,-2076.89240206,311.507549357,1.59960591793,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422613555059,397809,1687229422609575033,,0,0,,1007002,,,,5.15311288834,336.527506024,-2076.811995,311.508935793,1.59934830666,-0.0239583328366,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422635916681,397810,1687229422627437114,,0,0,,1007002,,,,5.15145349503,336.524746991,-2076.71813926,311.510538103,1.59878993034,-0.0229166671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422648409134,397811,1687229422644701957,,0,0,,1007002,,,,5.19606781006,336.535164628,-2076.69768799,311.505638914,1.59831309319,-0.0229166671634,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
1687229422662631624,397812,1687229422659323930,,0,0,,1007002,,,,5.19462013245,336.533130104,-2076.62015768,311.507987315,1.59802281857,-0.0218749996275,4,0,1,1,0,0.0,0.0,0.0,,0.0,0.0,0.0,
